0	143
1	57
2	457
3	266
4	260
5	1068
6	310
6	456
7	216
8	456
9	158
9	1264
10	1037
11	124
12	1438
13	216
14	730
14	1501
15	1236
16	227
16	896
17	158
18	226
18	662
18	1501
19	124
20	1236
21	46
22	46
23	158
24	226
25	649
25	776
25	844
25	909
25	1002
25	1250
26	2
27	995
28	370
28	649
28	844
28	909
28	1250
28	1326
29	349
29	370
29	762
29	777
29	1250
29	1291
30	227
31	263
32	995
33	124
34	80
35	1505
36	1201
37	158
38	19
39	80
40	1446
41	124
42	2
43	1312
44	1421
45	166
46	136
47	158
47	1263
48	268
48	1202
49	2
50	166
51	758
52	1454
53	68
54	927
55	4
56	80
57	166
58	1076
59	80
60	1493
61	174
62	264
63	4
64	46
65	230
66	264
67	158
68	1505
69	520
70	1375
71	80
72	1162
73	311
74	659
75	520
76	807
77	174
78	80
79	4
80	1
81	227
82	174
83	697
83	844
83	1002
84	1007
85	178
86	1226
87	80
88	2
89	1480
90	1375
91	1340
92	3
93	2
94	46
95	137
96	182
97	1037
98	19
99	230
100	4
101	1
102	3
103	0
104	0
105	1007
106	80
107	454
108	4
109	1201
110	1505
111	1238
112	5
113	158
114	80
115	48
116	80
117	1
118	314
119	1386
120	268
121	3
122	142
123	946
124	1262
125	314
126	5
127	697
127	1002
127	1232
128	1248
128	1493
129	4
130	1516
131	916
132	212
132	335
133	19
134	3
135	241
135	1026
135	1160
135	1478
135	1524
136	46
137	150
138	4
139	1107
140	48
141	83
142	36
143	1
144	2
145	230
146	68
147	3
148	1516
149	1386
150	314
151	490
152	48
153	142
154	697
154	762
154	1232
155	4
156	759
157	959
158	2
159	1377
160	226
161	180
162	142
163	627
164	1198
165	19
166	48
167	70
168	1493
169	1516
170	212
171	1025
172	87
173	536
174	5
175	264
176	0
177	189
178	36
179	1184
180	166
180	822
180	1044
180	1175
180	1395
181	1259
182	83
183	189
184	314
185	1199
186	856
187	1057
188	700
189	1183
190	1510
191	767
192	1280
193	1227
194	142
195	34
196	218
197	70
198	759
199	162
200	524
201	1304
202	826
203	768
204	830
205	192
206	1232
207	1199
208	1216
209	830
210	1184
211	237
212	31
213	1297
214	20
215	659
215	680
215	1027
216	1105
217	1010
218	907
218	1377
219	3
220	759
221	1340
222	1402
223	856
224	152
225	800
226	180
227	94
228	116
229	1278
230	192
231	504
231	983
232	1289
233	161
234	232
235	36
236	946
237	118
238	192
239	37
240	194
241	983
242	322
243	1127
244	212
245	0
246	20
247	61
248	946
249	264
250	199
251	519
252	759
253	31
254	1199
255	24
256	116
257	1297
258	762
258	1232
259	182
260	162
261	112
262	38
263	1
264	34
265	70
266	37
267	1490
268	37
269	759
270	170
271	182
272	142
273	1290
274	747
275	34
276	212
277	3
278	103
279	182
280	149
281	215
282	1325
283	856
284	191
285	1347
286	190
287	11
288	640
289	359
290	240
291	1089
292	182
293	142
294	98
295	24
296	33
297	25
298	992
298	1232
298	1326
299	992
299	1232
299	1374
300	100
301	162
302	1128
303	700
304	20
305	167
306	61
307	747
308	126
309	640
310	66
311	56
312	140
313	281
314	816
314	1258
315	856
316	25
317	232
318	37
319	94
320	1130
321	450
322	1340
323	149
324	298
325	108
326	170
327	275
328	700
329	674
330	161
331	212
332	163
333	1519
334	792
335	82
335	219
335	1530
336	913
337	56
338	72
339	120
340	21
341	901
342	1402
343	800
344	771
345	4
346	73
347	31
348	24
349	3
350	193
351	140
351	959
352	47
353	56
354	727
355	173
356	69
357	1128
358	818
359	568
360	1069
361	11
362	118
363	709
364	407
364	762
364	1232
364	1241
364	1374
365	215
366	275
367	379
368	167
369	25
370	1233
371	63
372	166
373	163
374	656
