0	1630
0	1670
0	1758
0	1857
1	1261
1	2526
1	2806
1	3112
2	27
2	2029
2	2434
2	3369
3	2575
3	3304
3	3761
3	4113
4	1802
4	2421
4	4223
4	4307
5	568
5	3333
5	4780
5	4794
6	379
6	2048
6	2525
6	3406
7	353
7	1865
7	2080
7	2085
8	1692
8	1712
8	2492
8	2906
9	2369
9	3641
9	3674
9	3889
10	36
10	3445
10	3446
10	3447
11	18
11	691
11	2114
11	3033
11	4507
12	932
12	988
12	1029
12	3881
13	353
13	1553
13	2085
13	2854
14	36
14	2006
14	3445
14	3446
15	1264
15	2515
15	2540
15	3854
16	12
16	779
16	1037
16	1040
17	20
17	24
17	2027
17	4135
18	18
18	34
18	3592
18	3775
19	51
19	560
19	1037
19	1681
20	2194
20	2343
20	2662
20	3856
21	56
21	667
21	2282
21	4560
22	16
22	667
22	1221
22	2647
23	20
23	600
23	3309
23	4141
24	20
24	24
24	51
24	2903
25	235
25	1919
25	2976
25	4126
26	17
26	44
26	548
26	1065
27	51
27	3629
27	4213
27	4438
28	854
28	1828
28	1849
28	1926
29	1627
29	1635
29	1785
29	4935
30	4
30	5
30	1037
30	1255
31	166
31	467
31	1453
31	2933
32	607
32	928
32	1908
32	4378
33	20
33	1576
33	3193
33	3455
34	48
34	1115
34	1748
34	3371
35	552
35	932
35	3416
35	4800
36	53
36	552
36	1031
36	4697
37	1
37	5
37	635
37	3622
38	1259
38	2003
38	2864
38	2966
39	966
39	2188
39	4501
39	4807
40	22
40	781
40	1979
40	3372
41	51
41	585
41	1044
41	3592
42	4
42	20
42	1037
42	1977
43	43
43	2703
43	3309
43	3870
44	15
44	39
44	2480
44	2659
45	1
45	5
45	48
45	585
46	1650
46	2001
46	3381
46	4380
47	56
47	635
47	690
47	2341
48	2628
48	2807
48	4272
48	4650
49	51
49	2195
49	2645
49	2861
50	5
50	1796
50	2866
50	2905
51	21
51	2658
51	2854
51	3956
52	8
52	3474
52	3760
52	4806
53	10
53	593
53	1065
53	1257
54	51
54	2492
54	2876
54	3353
55	965
55	3172
55	3635
55	4289
56	26
56	1264
56	3801
56	4449
57	5
57	24
57	1947
57	3642
58	28
58	1204
58	2702
58	3272
59	15
59	1602
59	1684
59	2727
60	2939
60	3426
60	3704
60	4043
61	6
61	34
61	864
61	944
62	9
62	29
62	637
62	3592
63	2845
63	3017
63	4289
63	4473
64	43
64	56
64	625
64	2473
65	28
65	1051
65	2714
65	3764
66	30
66	32
66	690
66	1044
67	40
67	49
67	1214
67	4033
68	23
68	45
68	540
68	3948
69	3339
69	3610
69	4609
69	4613
70	31
70	560
70	730
70	839
71	26
71	3951
71	4416
71	4482
72	2742
72	2836
72	4152
72	4823
73	1756
73	2135
73	4094
73	4558
74	15
74	35
74	37
74	3289
75	2087
75	3557
75	4303
75	4613
76	2849
76	3043
76	4289
76	4465
77	6
77	944
77	1117
77	1213
78	5
78	23
78	26
78	2736
79	965
79	4287
79	4289
79	4574
80	47
80	588
80	3449
80	4308
81	703
81	882
81	2086
81	4625
82	13
82	2756
82	2927
82	3455
83	3242
83	3335
83	4084
83	4512
84	21
84	470
84	1572
84	3847
85	39
85	803
85	1176
85	2603
86	13
86	58
86	405
86	571
87	40
87	2417
87	3073
87	4577
88	381
88	784
88	2703
88	3702
89	416
89	1290
89	3909
89	4400
90	13
90	52
90	859
90	1308
91	1275
91	2318
91	2570
91	4811
92	835
92	2384
92	2482
92	2651
93	11
93	51
93	2244
93	3564
94	56
94	625
94	863
94	3567
95	25
95	48
95	593
95	646
96	16
96	578
96	1213
96	2462
97	20
97	30
97	2268
97	3863
98	21
98	26
98	2788
98	2791
99	0
99	23
99	1698
99	2481
99	4515
100	965
100	2065
100	4289
100	4816
101	2652
101	3448
101	3449
101	3886
102	15
102	3372
102	3528
102	3537
103	1187
103	1835
103	2390
103	3941
104	551
104	1835
104	4321
104	4522
105	32
105	263
105	2765
105	3581
106	14
106	46
106	908
106	1553
107	41
107	52
107	1576
107	2927
108	965
108	2065
108	2530
108	4590
109	51
109	797
109	1050
109	3763
110	25
110	631
110	2743
110	2788
111	1742
111	2219
111	3788
111	4076
112	2258
112	3355
112	3471
112	4156
113	56
113	740
113	947
113	3710
114	40
114	263
114	365
114	3991
115	602
115	1881
115	2892
115	4235
116	365
116	381
116	1151
116	3371
117	38
117	539
117	757
117	2533
118	28
118	54
118	3416
118	4842
119	241
119	400
119	646
119	4658
120	1282
120	1699
120	3454
120	4272
121	15
121	44
121	908
121	1099
122	23
122	431
122	754
122	3704
123	42
123	45
123	47
123	3979
124	41
124	804
124	909
124	1080
125	14
125	32
125	54
125	1165
126	3625
126	4250
126	4598
126	4710
127	1129
127	2584
127	3772
127	4709
128	58
128	617
128	1207
128	4471
129	965
129	3695
129	4538
129	4572
130	89
130	206
130	3232
130	4773
131	2921
131	2930
131	3695
131	4469
132	1955
132	3155
132	4862
132	4868
133	21
133	47
133	421
133	2788
134	37
134	1176
134	2096
134	3354
135	7
135	16
135	56
135	4150
136	51
136	56
136	949
136	3567
137	50
137	906
137	918
137	1254
138	965
138	2924
138	3125
138	3695
139	45
139	3530
139	3678
139	3815
140	3029
140	3176
140	4019
140	4216
141	10
141	701
141	1599
141	1951
142	1657
142	1772
142	3917
142	3999
143	38
143	539
143	663
143	3582
144	838
144	1128
144	1129
144	3926
145	20
145	23
145	256
145	392
146	7
146	52
146	830
146	1931
147	470
147	835
147	1080
147	4810
148	89
148	618
148	1088
148	3257
149	216
149	241
149	400
149	796
150	54
150	612
150	1059
150	3548
151	1680
151	3140
151	3693
151	4015
152	2
152	995
152	3606
152	3905
153	42
153	470
153	662
153	1146
154	1203
154	3468
154	4359
154	4452
155	965
155	3006
155	3695
155	4162
156	89
156	234
156	1240
156	2377
157	1446
157	1551
157	2763
157	4388
157	5309
158	89
158	838
158	2539
158	3208
159	207
159	1141
159	2963
159	4537
160	23
160	830
160	2864
160	2908
161	104
161	1263
161	3126
161	3338
162	470
162	1065
162	1572
162	4353
163	1729
163	1875
163	2788
163	2937
164	2711
164	3069
164	3436
164	4159
165	680
165	689
165	1086
165	1117
166	602
166	1578
166	2553
166	3029
167	275
167	2507
167	2533
167	2813
168	207
168	1022
168	2794
168	3848
169	89
169	566
169	2036
169	3836
170	2673
170	3199
170	4246
170	4351
171	1162
171	1278
171	3546
171	4670
172	446
172	2024
172	2808
172	3565
173	1973
173	1986
173	1996
173	3714
174	689
174	2071
174	2292
174	4710
175	1088
175	1567
175	2842
175	3514
176	551
176	1835
176	3152
176	4594
177	7
177	52
177	1082
177	1563
178	275
178	3824
178	3905
178	4357
179	322
179	596
179	747
179	3935
180	42
180	57
180	206
180	470
181	41
181	887
181	948
181	1990
182	237
182	241
182	672
182	949
183	124
183	579
183	1060
183	2209
184	24
184	54
184	1023
184	2880
185	104
185	1280
185	2847
185	4399
186	1023
186	1117
186	2646
186	3779
187	735
187	2263
187	3886
187	4112
188	89
188	2731
188	4469
188	4648
189	302
189	3218
189	3778
189	3832
190	233
190	400
190	1143
190	2625
191	24
191	125
191	421
191	2024
192	365
192	392
192	2381
192	2462
193	1045
193	3267
193	3613
193	4656
194	470
194	1876
194	2012
194	3321
195	519
195	3430
195	3663
195	4271
196	866
196	3493
196	3778
196	4733
197	672
197	767
197	1249
197	1839
198	247
198	1259
198	1662
198	2999
199	41
199	445
199	948
199	1060
200	247
200	850
200	1215
200	4607
201	124
201	509
201	3500
201	3566
202	1055
202	1069
202	2459
202	3225
203	56
203	1337
203	2214
203	4326
204	7
204	104
204	4599
204	4808
205	26
205	237
205	3760
205	4150
206	704
206	790
206	854
206	2759
207	864
207	1238
207	2413
207	2764
208	151
208	620
208	1965
208	2477
209	104
209	1069
209	1471
209	4063
210	124
210	578
210	747
210	2579
211	966
211	3365
211	3425
211	3774
212	476
212	490
212	809
212	885
213	944
213	1080
213	4422
213	4849
214	285
214	437
214	2106
214	3523
215	578
215	697
215	1056
215	4823
216	570
216	1299
216	2270
216	4191
217	61
217	311
217	681
217	996
218	906
218	956
218	2939
218	4537
219	397
219	1767
219	2081
219	3379
220	89
220	1112
220	2650
220	4787
221	104
221	2682
